Name,Loan Amount,Annual Income,Credit Score,Employment Length,Loan Term,Debt-to-Income Ratio (DTI),Home Ownership,Purpose of Loan,Interest Rate
Person_806,1826203,2082226.0,692.0,11.4,35.0,27.11,Mortgage,Car,7.35
Person_807,229208,1943067.0,689.0,10.9,35.0,27.36,Mortgage,Car,7.27
Person_808,1253273,1649915.0,645.0,10.2,37.0,25.32,Rent,Business,8.26
Person_809,263945,2960734.0,810.0,15.5,17.0,19.5,Own,Education,4.58
Person_810,281915,2278038.0,699.0,13.8,30.0,28.36,Rent,Car,6.96
Person_811,777952,1671617.0,653.0,9.4,33.0,24.17,Rent,Personal,7.3
Person_812,258124,1023271.0,584.0,7.6,44.0,32.53,Mortgage,Home,9.24
Person_813,487477,2142120.0,733.0,12.4,31.0,19.59,Mortgage,Personal,6.82
Person_814,575830,2889762.0,782.0,16.3,24.0,18.65,Mortgage,Personal,5.32
Person_815,1382397,1882964.0,699.0,10.7,32.0,29.52,Rent,Personal,7.03
Person_816,1276380,2716356.0,731.0,14.8,31.0,20.51,Rent,Business,6.63
Person_817,1804279,1021939.0,598.0,7.4,41.0,37.8,Mortgage,Business,9.18
Person_818,89081,299244.0,539.0,4.2,46.0,42.95,Rent,Personal,10.06
Person_819,768216,2685084.0,759.0,15.0,25.0,23.98,Own,Home,5.75
Person_820,405249,1658835.0,677.0,12.4,31.0,31.8,Own,Education,7.1
Person_821,1318506,2700120.0,749.0,13.9,29.0,19.64,Own,Education,6.02
Person_822,855497,1448641.0,663.0,9.2,36.0,31.44,Rent,Car,7.48
Person_823,567313,2349279.0,770.0,11.5,28.0,21.75,Own,Car,5.8
Person_824,1313108,1192281.0,602.0,8.6,38.0,33.07,Mortgage,Home,8.83
Person_825,662380,1061864.0,588.0,6.1,42.0,34.79,Mortgage,Personal,9.04
Person_826,1617908,1887040.0,708.0,11.0,33.0,27.33,Mortgage,Business,6.78
Person_827,1415413,2396274.0,761.0,13.2,29.0,25.77,Own,Car,5.83
Person_828,1387682,2629700.0,742.0,15.1,21.0,20.39,Own,Personal,5.74
Person_829,1126871,1592652.0,641.0,9.3,36.0,28.19,Rent,Education,8.03
Person_830,1112383,821458.0,567.0,5.6,44.0,35.02,Mortgage,Home,9.74
Person_831,1534140,1731439.0,636.0,12.4,43.0,30.16,Rent,Business,8.68
Person_832,207504,2021042.0,673.0,12.3,25.0,23.53,Own,Business,6.76
Person_833,1336643,2273890.0,697.0,12.4,30.0,23.74,Rent,Car,7.22
Person_834,1583584,2917956.0,765.0,15.8,27.0,21.21,Mortgage,Personal,5.5
Person_835,742440,2804902.0,769.0,17.7,22.0,20.12,Rent,Business,5.4
Person_836,444540,1356300.0,631.0,8.6,34.0,31.96,Rent,Education,8.2
Person_837,1976275,598008.0,582.0,4.5,46.0,38.62,Own,Education,9.3
Person_838,567923,1523957.0,623.0,8.8,36.0,28.6,Own,Home,8.75
Person_839,1265557,2086594.0,718.0,11.6,31.0,24.06,Own,Home,6.44
Person_840,794699,1199291.0,606.0,7.4,39.0,33.08,Own,Education,9.4
Person_841,69870,2054260.0,694.0,10.5,29.0,26.59,Mortgage,Education,7.28
Person_842,1002082,2260356.0,729.0,11.7,29.0,26.16,Mortgage,Personal,6.43
Person_843,1301772,2996647.0,766.0,15.5,22.0,18.05,Rent,Business,5.55
Person_844,298683,2544693.0,751.0,15.1,28.0,24.5,Mortgage,Personal,6.26
Person_845,1333253,1231328.0,617.0,7.8,46.0,36.41,Rent,Home,9.08
Person_846,76790,2926087.0,791.0,15.9,20.0,20.07,Own,Home,4.73
Person_847,1741738,1807895.0,676.0,12.6,36.0,30.64,Rent,Home,7.24
Person_848,861721,374001.0,578.0,5.9,45.0,38.66,Rent,Business,9.68
Person_849,498345,1576467.0,635.0,9.5,41.0,27.9,Mortgage,Car,8.59
Person_850,799074,1699643.0,649.0,9.7,30.0,30.17,Rent,Home,7.92
Person_851,1586038,2614607.0,738.0,13.6,28.0,18.5,Mortgage,Home,5.96
Person_852,1638349,2802481.0,758.0,16.5,26.0,18.97,Rent,Personal,5.79
Person_853,1929490,265867.0,505.0,3.5,52.0,43.12,Mortgage,Personal,11.43
Person_854,1184764,288780.0,544.0,3.4,51.0,44.21,Own,Car,10.2
Person_855,579036,2895145.0,807.0,15.0,17.0,18.24,Mortgage,Car,4.38
Person_856,1840705,1074072.0,586.0,6.6,39.0,33.26,Own,Car,9.34
Person_857,1763371,2797805.0,752.0,16.0,29.0,20.24,Mortgage,Car,6.13
Person_858,840141,2573887.0,756.0,12.9,22.0,19.39,Own,Personal,5.78
Person_859,698249,200727.0,500.0,4.7,53.0,41.8,Own,Home,11.47
Person_860,1128931,1219051.0,625.0,7.6,43.0,33.29,Mortgage,Personal,8.78
Person_861,761131,1614119.0,656.0,9.9,37.0,29.82,Own,Education,7.87
Person_862,501015,1360689.0,596.0,7.2,41.0,32.25,Rent,Education,9.13
Person_863,1504908,1468182.0,668.0,9.4,31.0,29.47,Rent,Home,7.08
Person_864,206542,2689727.0,794.0,14.7,26.0,19.08,Own,Car,5.39
Person_865,1271992,590732.0,538.0,5.2,44.0,37.26,Own,Home,10.22
Person_866,355062,2770746.0,758.0,17.3,26.0,16.59,Own,Education,5.64
Person_867,1937232,2451743.0,740.0,14.2,31.0,23.28,Mortgage,Home,5.97
Person_868,1662162,2200398.0,716.0,11.8,31.0,26.57,Rent,Car,6.77
Person_869,1600284,1454179.0,649.0,8.4,34.0,32.85,Own,Personal,7.69
Person_870,916651,2476158.0,777.0,14.8,21.0,21.86,Own,Car,5.08
Person_871,1160205,1621525.0,649.0,11.7,35.0,28.19,Mortgage,Personal,8.01
Person_872,1426760,2153097.0,689.0,12.9,30.0,26.68,Rent,Education,7.01
Person_873,1591310,2910807.0,753.0,17.0,26.0,19.89,Own,Business,5.99
Person_874,805195,2310417.0,706.0,14.1,31.0,24.26,Rent,Home,6.67
Person_875,340160,1662417.0,656.0,12.1,42.0,32.94,Mortgage,Business,8.36
Person_876,1646824,1852486.0,711.0,8.7,26.0,27.75,Rent,Car,6.95
Person_877,1918599,2621188.0,741.0,15.6,22.0,20.61,Own,Personal,6.33
Person_878,263920,875899.0,583.0,7.9,46.0,35.48,Own,Car,9.21
Person_879,1988341,518774.0,542.0,3.3,50.0,36.26,Rent,Car,10.94
Person_880,1341380,686626.0,583.0,4.6,42.0,39.25,Mortgage,Education,9.25
Person_881,1475541,855313.0,627.0,5.5,39.0,36.25,Mortgage,Car,8.27
Person_882,1559433,811868.0,561.0,5.4,46.0,37.86,Mortgage,Home,10.04
Person_883,1921403,539606.0,535.0,4.5,53.0,42.89,Mortgage,Education,10.43
Person_884,1603068,2934836.0,803.0,16.5,21.0,17.62,Own,Business,4.59
Person_885,703983,1607757.0,664.0,11.1,37.0,25.25,Rent,Car,8.36
Person_886,1514492,1343886.0,662.0,10.2,35.0,33.18,Own,Business,8.05
Person_887,871052,1404656.0,642.0,8.0,36.0,32.02,Rent,Home,8.16
Person_888,1857150,938456.0,577.0,5.9,45.0,34.27,Rent,Home,10.22
Person_889,178148,1338452.0,636.0,10.4,43.0,33.06,Mortgage,Home,8.53
Person_890,1905567,2846416.0,796.0,16.6,22.0,20.74,Mortgage,Business,4.99
Person_891,1584837,882986.0,595.0,6.8,42.0,34.33,Rent,Business,9.81
Person_892,1454116,560400.0,557.0,5.8,47.0,38.42,Rent,Personal,10.11
Person_893,1291290,1611257.0,673.0,10.0,38.0,32.85,Rent,Education,7.72
Person_894,781899,2488013.0,762.0,14.8,27.0,20.84,Own,Car,5.58
Person_895,333876,2930771.0,810.0,15.8,18.0,18.57,Rent,Education,4.72
Person_896,309747,1967581.0,700.0,12.0,28.0,21.55,Own,Home,6.86
Person_897,665650,2548818.0,741.0,12.5,32.0,18.79,Rent,Car,6.56
Person_898,473570,828151.0,576.0,5.6,37.0,37.01,Mortgage,Personal,9.03
Person_899,325987,1157004.0,630.0,7.1,41.0,36.3,Rent,Education,8.82
Person_900,1077512,535510.0,528.0,4.6,46.0,36.51,Rent,Home,10.25
Person_901,688353,652333.0,563.0,4.4,48.0,38.37,Own,Car,9.77
Person_902,908158,2247463.0,706.0,12.3,27.0,23.62,Rent,Car,6.75
Person_903,67640,1057617.0,597.0,5.6,39.0,36.61,Own,Home,8.94
Person_904,102528,250248.0,542.0,4.4,49.0,39.28,Own,Business,10.44
Person_905,1923421,1454304.0,639.0,9.2,39.0,32.12,Mortgage,Education,8.22
Person_906,309214,2241781.0,715.0,10.9,32.0,23.12,Mortgage,Car,6.47
Person_907,1937646,2377040.0,700.0,12.6,32.0,23.69,Mortgage,Business,7.01
Person_908,1020240,440346.0,550.0,5.0,46.0,40.2,Mortgage,Personal,9.85
Person_909,551108,818821.0,585.0,5.7,44.0,36.27,Own,Car,9.17
Person_910,684421,241954.0,559.0,2.8,40.0,42.74,Rent,Car,9.44
Person_911,1467077,551863.0,540.0,5.0,44.0,39.18,Own,Personal,10.13
Person_912,1822802,864164.0,581.0,7.0,41.0,36.12,Mortgage,Personal,9.56
Person_913,1248735,1996641.0,694.0,10.1,25.0,25.84,Rent,Car,7.09
Person_914,1271078,462739.0,569.0,5.4,49.0,40.02,Own,Home,10.22
Person_915,205576,1813507.0,669.0,10.0,41.0,28.59,Rent,Personal,8.38
Person_916,974618,2621961.0,757.0,14.7,26.0,19.14,Own,Business,5.65
Person_917,915291,468116.0,550.0,4.7,46.0,39.12,Rent,Personal,9.81
Person_918,936089,1970330.0,691.0,11.1,34.0,24.67,Rent,Car,7.5
Person_919,978479,664271.0,548.0,4.4,47.0,38.04,Mortgage,Car,10.2
Person_920,1109599,2846460.0,778.0,15.4,29.0,17.99,Mortgage,Education,5.71
Person_921,595735,564765.0,569.0,7.2,48.0,40.52,Rent,Business,9.79
Person_922,438043,2120382.0,681.0,10.7,31.0,26.82,Rent,Education,7.3
Person_923,1384679,2342064.0,726.0,15.6,31.0,21.71,Mortgage,Personal,6.37
Person_924,116203,212879.0,498.0,3.2,55.0,42.03,Own,Education,11.25
Person_925,955588,758086.0,590.0,6.1,43.0,38.58,Rent,Car,9.16
Person_926,210775,1731618.0,633.0,9.3,40.0,28.5,Own,Home,8.72
Person_927,1107913,901433.0,570.0,5.8,43.0,34.6,Mortgage,Personal,9.27
Person_928,620715,1586511.0,656.0,9.3,34.0,27.93,Rent,Car,8.23
Person_929,1613299,687947.0,591.0,4.5,35.0,39.62,Own,Personal,8.66
Person_930,1422249,2955362.0,783.0,16.0,25.0,20.03,Mortgage,Education,5.3
Person_931,414167,359472.0,516.0,3.7,46.0,40.35,Rent,Education,10.67
Person_932,1445385,2291028.0,756.0,15.5,20.0,25.53,Own,Personal,5.35
Person_933,1728651,2927850.0,753.0,14.7,18.0,12.54,Rent,Personal,5.26
Person_934,737281,1898019.0,636.0,11.5,35.0,30.06,Own,Education,7.97
Person_935,1394027,1979472.0,697.0,12.1,32.0,26.39,Own,Personal,7.05
Person_936,470571,1501288.0,630.0,8.2,38.0,31.14,Rent,Education,8.23
Person_937,1225592,2116037.0,681.0,13.3,33.0,24.87,Mortgage,Personal,7.05
Person_938,841267,2597466.0,763.0,14.1,26.0,24.13,Rent,Home,6.07
Person_939,1643023,2526168.0,747.0,11.2,25.0,19.83,Mortgage,Personal,5.63
Person_940,547562,2134984.0,692.0,13.3,35.0,28.3,Own,Personal,7.34
Person_941,1801541,1538971.0,618.0,8.3,39.0,31.32,Own,Car,8.38
Person_942,433934,2957436.0,802.0,15.0,18.0,19.45,Own,Home,4.52
Person_943,1990624,1296613.0,633.0,9.5,38.0,31.97,Mortgage,Education,8.17
Person_944,1963760,292115.0,518.0,3.5,45.0,38.73,Own,Education,10.9
Person_945,367428,2237701.0,750.0,14.1,24.0,26.32,Rent,Business,5.52
Person_946,1417763,682870.0,538.0,7.2,46.0,38.58,Own,Home,10.4
Person_947,1092892,1318976.0,592.0,7.9,44.0,35.16,Mortgage,Home,8.91
Person_948,740907,563308.0,533.0,6.2,44.0,38.61,Mortgage,Personal,10.17
Person_949,1982015,1997038.0,689.0,10.9,33.0,25.71,Rent,Car,7.32
Person_950,132844,2438926.0,738.0,16.7,29.0,25.49,Rent,Education,6.83
Person_951,1650396,215385.0,508.0,2.7,48.0,45.84,Mortgage,Education,10.66
Person_952,1263997,1808885.0,678.0,12.3,35.0,28.2,Mortgage,Car,7.64
Person_953,172402,2805822.0,745.0,16.7,25.0,18.02,Rent,Car,5.95
Person_954,1216588,317369.0,552.0,4.4,50.0,42.75,Rent,Home,9.88
Person_955,488661,944990.0,583.0,6.1,40.0,35.17,Rent,Car,9.69
Person_956,448929,2386554.0,750.0,13.5,26.0,24.36,Rent,Car,5.67
Person_957,630466,2941214.0,790.0,13.5,20.0,17.83,Mortgage,Personal,4.77
Person_958,623695,2550876.0,754.0,14.7,26.0,24.87,Own,Home,6.0
Person_959,513556,2431737.0,744.0,14.3,30.0,21.37,Mortgage,Business,6.54
Person_960,625278,2965847.0,795.0,16.5,25.0,19.1,Rent,Business,5.24
Person_961,1043176,1948076.0,697.0,7.9,30.0,26.0,Mortgage,Education,6.6
Person_962,1228049,1352702.0,652.0,7.3,37.0,31.58,Rent,Car,7.77
Person_963,1033049,1850522.0,679.0,10.2,35.0,27.0,Mortgage,Personal,7.7
Person_964,528007,1414488.0,646.0,9.5,36.0,33.08,Rent,Car,8.56
Person_965,894573,1247738.0,613.0,8.7,40.0,34.89,Rent,Education,8.82
Person_966,1515585,2066015.0,725.0,12.0,30.0,27.06,Mortgage,Car,6.28
Person_967,1417290,2223027.0,698.0,13.7,33.0,24.37,Rent,Business,7.5
Person_968,1324732,1367213.0,663.0,7.6,32.0,32.3,Own,Home,7.71
Person_969,1267540,1107153.0,600.0,8.5,42.0,36.07,Rent,Car,8.84
Person_970,575303,2914660.0,752.0,16.7,25.0,20.44,Rent,Business,5.67
Person_971,1160389,1274969.0,620.0,9.0,35.0,27.44,Rent,Business,8.25
Person_972,77712,1830344.0,659.0,10.8,39.0,27.45,Own,Education,8.66
Person_973,1723361,2123298.0,719.0,14.7,31.0,25.0,Mortgage,Home,7.01
Person_974,1865790,1913043.0,668.0,12.1,33.0,28.62,Own,Education,7.43
Person_975,162816,721397.0,554.0,4.7,50.0,37.49,Own,Personal,10.5
Person_976,1227354,992425.0,552.0,7.5,46.0,36.71,Own,Home,10.18
Person_977,1685156,1342226.0,615.0,9.7,42.0,30.08,Mortgage,Personal,8.85
Person_978,335977,1766772.0,618.0,10.0,37.0,29.07,Rent,Home,8.44
Person_979,185230,252066.0,485.0,5.1,56.0,43.5,Own,Business,11.25
Person_980,1816616,2671146.0,772.0,15.5,28.0,17.75,Rent,Personal,5.48
Person_981,856741,2077950.0,713.0,9.3,25.0,30.87,Own,Home,6.11
Person_982,319114,1264714.0,625.0,8.8,35.0,35.29,Own,Home,8.36
Person_983,1433194,2415710.0,712.0,13.3,32.0,22.91,Own,Personal,6.73
Person_984,1054208,458480.0,536.0,5.4,50.0,38.25,Own,Home,10.75
Person_985,1931548,2734895.0,763.0,16.5,25.0,19.79,Own,Education,5.49
Person_986,201456,1519910.0,619.0,9.9,39.0,30.86,Own,Education,8.88
Person_987,1903025,1326998.0,653.0,10.8,32.0,33.25,Mortgage,Personal,7.32
Person_988,912312,1211214.0,629.0,8.0,39.0,36.37,Rent,Business,8.78
Person_989,1204146,2326238.0,718.0,14.2,29.0,22.74,Rent,Car,6.33
Person_990,320846,2422756.0,732.0,14.8,25.0,23.98,Mortgage,Personal,6.34
Person_991,50404,2135822.0,707.0,12.4,31.0,22.76,Own,Personal,6.94
Person_992,1008447,1367900.0,586.0,9.9,40.0,31.18,Mortgage,Personal,9.38
Person_993,753286,2773937.0,762.0,14.7,23.0,20.56,Mortgage,Personal,5.67
Person_994,1373483,1639641.0,640.0,9.7,35.0,31.03,Mortgage,Education,7.83
Person_995,1772320,203435.0,491.0,1.9,52.0,40.61,Rent,Personal,11.0
Person_996,765460,2136513.0,698.0,12.8,34.0,24.45,Mortgage,Business,7.31
Person_997,934574,2088339.0,734.0,12.7,28.0,28.68,Own,Car,6.08
Person_998,1763796,1670851.0,670.0,11.8,30.0,31.7,Mortgage,Car,7.56
Person_999,285365,912917.0,570.0,7.8,45.0,36.38,Rent,Business,9.19
Person_1000,392786,2672753.0,768.0,14.6,24.0,16.21,Rent,Personal,5.82
Person_1001,1149188,492441.0,568.0,3.4,41.0,44.63,Own,Car,9.29
Person_1002,860006,2865330.0,794.0,16.4,24.0,18.97,Mortgage,Education,5.3
Person_1003,1908532,2580618.0,749.0,16.0,24.0,20.86,Own,Car,5.65
Person_1004,250244,2857179.0,762.0,16.8,27.0,18.03,Mortgage,Business,6.0
Person_1005,1895924,1651511.0,669.0,11.6,35.0,30.3,Own,Car,7.61
Person_1006,1103385,2900993.0,787.0,15.8,20.0,19.47,Own,Business,5.01
Person_1007,213273,208314.0,530.0,2.9,50.0,43.98,Own,Personal,10.96
Person_1008,1807266,818119.0,585.0,5.4,42.0,34.93,Rent,Car,9.32
Person_1009,1243104,841462.0,596.0,6.4,43.0,35.96,Rent,Business,9.01
Person_1010,1605540,2443581.0,723.0,13.8,29.0,26.73,Mortgage,Education,6.77
Person_1011,1548189,2527089.0,768.0,14.6,21.0,22.39,Rent,Education,5.11
Person_1012,1137341,744653.0,569.0,5.9,38.0,37.08,Own,Home,8.91
Person_1013,1930114,501173.0,583.0,4.7,42.0,37.65,Rent,Car,9.74
Person_1014,1414652,1512457.0,628.0,8.6,34.0,31.77,Rent,Personal,8.21
Person_1015,984604,593186.0,585.0,6.5,42.0,40.8,Mortgage,Home,9.6
Person_1016,893523,1978568.0,692.0,11.9,36.0,28.46,Own,Car,7.16
Person_1017,596237,540362.0,532.0,4.9,48.0,38.68,Rent,Education,10.09
Person_1018,1299728,965387.0,577.0,6.1,47.0,36.23,Rent,Personal,9.68
Person_1019,1398464,2538626.0,737.0,12.7,24.0,25.19,Mortgage,Education,6.09
Person_1020,750903,2425844.0,740.0,15.5,21.0,24.97,Mortgage,Car,5.81
Person_1021,1993327,962790.0,597.0,7.7,41.0,33.96,Own,Personal,8.77
Person_1022,142193,1950093.0,673.0,9.6,36.0,21.86,Mortgage,Personal,7.0
Person_1023,1134763,2222327.0,711.0,13.9,29.0,25.18,Own,Home,6.86
Person_1024,555950,1420682.0,675.0,10.3,32.0,33.15,Own,Personal,7.2
Person_1025,1236887,1248870.0,650.0,8.5,32.0,30.87,Rent,Car,7.99
Person_1026,960886,1011028.0,600.0,9.3,41.0,35.09,Rent,Business,8.97
Person_1027,850921,2395337.0,730.0,14.0,26.0,22.56,Rent,Business,6.07
Person_1028,558153,2355534.0,727.0,11.7,21.0,23.64,Rent,Personal,5.95
Person_1029,1287665,1548818.0,657.0,10.2,36.0,29.35,Rent,Business,8.61
Person_1030,636165,2826095.0,751.0,16.0,23.0,21.93,Own,Car,5.9
Person_1031,1534917,807317.0,566.0,5.6,43.0,37.17,Rent,Home,10.27
Person_1032,1410642,1556948.0,612.0,10.5,40.0,28.61,Rent,Education,9.12
Person_1033,668362,2300923.0,728.0,11.2,29.0,25.74,Rent,Education,6.3
Person_1034,737409,1584819.0,661.0,11.2,34.0,27.6,Own,Car,7.82
Person_1035,611419,1893675.0,670.0,10.3,37.0,30.01,Mortgage,Home,7.64
Person_1036,690053,1174303.0,639.0,6.8,39.0,35.67,Mortgage,Car,8.77
Person_1037,910395,2052566.0,670.0,12.0,36.0,28.84,Rent,Personal,7.83
Person_1038,1729748,1216972.0,583.0,8.8,43.0,33.0,Mortgage,Home,9.14
Person_1039,175917,520580.0,547.0,5.2,50.0,38.37,Own,Business,10.22
Person_1040,860717,849179.0,596.0,5.6,41.0,36.68,Rent,Personal,9.34
Person_1041,1398346,978760.0,622.0,6.5,38.0,35.22,Own,Business,8.22
Person_1042,748168,2853816.0,765.0,14.4,23.0,17.8,Own,Personal,5.77
Person_1043,531680,1236658.0,636.0,8.0,44.0,32.04,Rent,Personal,8.7
Person_1044,1021375,680674.0,558.0,7.1,41.0,37.24,Own,Personal,9.64
Person_1045,331342,1326500.0,619.0,8.7,39.0,30.03,Rent,Personal,8.41
Person_1046,589542,753620.0,584.0,7.1,48.0,38.7,Own,Home,9.71
Person_1047,1142814,2690297.0,771.0,16.9,20.0,20.42,Mortgage,Home,5.39
Person_1048,51252,593056.0,519.0,4.6,49.0,38.12,Mortgage,Personal,10.41
Person_1049,876196,289031.0,550.0,3.7,45.0,39.16,Mortgage,Car,10.34
Person_1050,914141,383024.0,557.0,7.1,52.0,38.24,Own,Personal,10.09
Person_1051,1584026,1276048.0,605.0,10.3,36.0,36.68,Rent,Personal,8.95
Person_1052,365826,2357098.0,733.0,11.4,26.0,22.17,Mortgage,Car,6.62
Person_1053,1420214,1747358.0,675.0,11.2,33.0,29.94,Rent,Car,7.85
Person_1054,655605,1144353.0,610.0,7.9,37.0,34.28,Mortgage,Personal,8.8
Person_1055,377359,2950677.0,773.0,17.3,28.0,12.72,Mortgage,Education,6.05
Person_1056,1701451,1251341.0,602.0,7.4,47.0,36.61,Own,Education,9.46
Person_1057,56949,505218.0,541.0,3.9,47.0,40.87,Mortgage,Car,9.65
Person_1058,813185,2662091.0,779.0,14.1,22.0,19.24,Rent,Personal,5.03
Person_1059,367537,1874251.0,688.0,10.6,29.0,27.56,Rent,Business,6.54
Person_1060,1827489,2023980.0,685.0,13.0,31.0,24.02,Mortgage,Business,7.19
Person_1061,712301,2790529.0,784.0,14.1,22.0,23.31,Rent,Personal,4.88
Person_1062,600222,2166849.0,649.0,11.9,34.0,23.26,Rent,Personal,7.77
Person_1063,830722,1921742.0,705.0,9.3,33.0,26.16,Rent,Personal,7.19
Person_1064,1553678,873616.0,543.0,7.9,42.0,34.84,Rent,Business,9.68
Person_1065,1436465,566047.0,540.0,6.8,44.0,39.13,Rent,Business,10.3
Person_1066,526467,718790.0,540.0,5.5,47.0,40.39,Mortgage,Car,10.3
Person_1067,406600,1876443.0,652.0,10.9,36.0,31.17,Rent,Home,7.94
Person_1068,1414133,2336491.0,746.0,14.0,25.0,22.8,Rent,Car,6.05
Person_1069,1024304,504543.0,532.0,6.8,43.0,40.26,Mortgage,Car,9.76
Person_1070,1982247,1656498.0,663.0,10.8,35.0,29.67,Own,Education,7.5
Person_1071,1403038,718993.0,562.0,5.0,48.0,35.68,Rent,Car,10.28
Person_1072,300875,912932.0,591.0,4.8,45.0,40.81,Own,Car,8.85
Person_1073,513389,1727671.0,664.0,9.2,40.0,31.61,Own,Car,8.2
Person_1074,120390,1181271.0,583.0,8.1,38.0,34.01,Mortgage,Car,8.96
Person_1075,757689,2429537.0,752.0,13.0,23.0,25.96,Own,Home,5.43
Person_1076,303490,1192206.0,600.0,8.3,36.0,35.96,Own,Education,8.75
Person_1077,1665952,2438154.0,702.0,13.2,28.0,22.88,Own,Business,7.26
Person_1078,1346516,203285.0,503.0,2.2,55.0,42.77,Mortgage,Personal,10.87
Person_1079,415340,2682933.0,788.0,13.6,26.0,23.62,Rent,Business,5.27
Person_1080,483027,2857303.0,792.0,17.8,20.0,17.19,Mortgage,Education,5.1
Person_1081,1606617,1396352.0,623.0,10.2,42.0,35.11,Mortgage,Car,8.54
Person_1082,1416199,1904491.0,673.0,13.6,39.0,26.9,Mortgage,Business,7.9
Person_1083,1315040,1581688.0,642.0,10.6,33.0,33.2,Rent,Car,8.4
Person_1084,1841305,1302491.0,662.0,8.1,35.0,32.57,Own,Home,7.41
Person_1085,1609312,2668839.0,764.0,16.6,23.0,21.39,Rent,Home,5.57
Person_1086,1904971,865979.0,586.0,6.5,46.0,36.3,Own,Education,9.85
Person_1087,1415843,1452038.0,656.0,9.6,43.0,30.22,Rent,Business,7.97
Person_1088,700199,984278.0,594.0,7.1,43.0,34.8,Mortgage,Home,8.71
Person_1089,1987476,2143508.0,699.0,8.8,29.0,28.03,Mortgage,Education,6.56
Person_1090,273777,707553.0,558.0,7.9,50.0,33.12,Own,Education,10.17
Person_1091,909909,1176778.0,607.0,8.6,37.0,31.19,Mortgage,Education,9.1
Person_1092,1899396,2670562.0,756.0,15.4,25.0,19.25,Mortgage,Business,5.55
Person_1093,1104145,2738076.0,778.0,15.2,26.0,17.96,Rent,Business,5.59
Person_1094,644124,1455802.0,637.0,9.5,41.0,34.27,Own,Education,8.75
Person_1095,678861,1481745.0,653.0,8.7,37.0,33.54,Rent,Personal,8.38
Person_1096,479802,731661.0,562.0,6.7,48.0,38.72,Rent,Business,10.29
Person_1097,308090,2102871.0,702.0,10.7,34.0,24.35,Mortgage,Business,7.1
Person_1098,1765951,822215.0,533.0,6.6,42.0,39.42,Rent,Personal,10.36
Person_1099,1143578,2011049.0,709.0,12.6,29.0,23.25,Own,Business,6.66
Person_1100,821954,546229.0,552.0,4.9,44.0,43.43,Mortgage,Business,10.01
Person_1101,711614,1366572.0,647.0,9.4,37.0,30.65,Own,Home,7.8
Person_1102,729574,763508.0,509.0,4.9,53.0,36.73,Own,Personal,10.8
Person_1103,548870,2689799.0,800.0,13.9,21.0,19.67,Own,Home,5.29
Person_1104,1310367,1764547.0,664.0,11.1,30.0,26.42,Own,Personal,7.24
Person_1105,252846,731930.0,586.0,6.8,40.0,41.38,Rent,Personal,8.85
Person_1106,1760026,279971.0,498.0,1.5,50.0,43.03,Mortgage,Personal,11.38
Person_1107,716997,1828420.0,685.0,11.7,31.0,30.44,Rent,Business,7.17
Person_1108,1776351,1675552.0,636.0,9.7,34.0,26.89,Mortgage,Education,7.7
Person_1109,1122647,2073200.0,685.0,12.0,34.0,26.25,Rent,Car,7.27
Person_1110,1681107,1766049.0,705.0,9.1,31.0,29.6,Mortgage,Education,6.81
Person_1111,1078455,597597.0,547.0,4.3,46.0,39.24,Own,Business,10.0
Person_1112,962259,1661350.0,660.0,11.5,40.0,27.14,Own,Business,7.99
Person_1113,1993223,1541502.0,662.0,9.8,34.0,32.65,Rent,Car,7.36
Person_1114,222312,1515502.0,652.0,9.1,35.0,30.97,Rent,Business,7.97
Person_1115,1355794,385784.0,533.0,4.2,47.0,38.63,Own,Personal,10.36
Person_1116,1313455,1485412.0,646.0,10.1,35.0,27.28,Rent,Home,8.09
Person_1117,1462290,2785313.0,816.0,16.1,14.0,20.92,Rent,Home,4.06
Person_1118,476650,1399110.0,629.0,9.0,34.0,36.64,Mortgage,Personal,8.28
Person_1119,381868,1046462.0,599.0,8.8,44.0,32.77,Mortgage,Education,9.05
Person_1120,1960705,923879.0,604.0,8.1,40.0,36.21,Mortgage,Home,9.11
Person_1121,1651596,2394621.0,751.0,14.2,29.0,25.32,Rent,Personal,6.47
Person_1122,1744329,1819814.0,696.0,11.1,32.0,25.55,Own,Education,7.3
Person_1123,978818,1644315.0,667.0,11.0,35.0,28.65,Own,Home,7.78
Person_1124,1515746,1702718.0,637.0,10.9,42.0,27.38,Own,Personal,8.64
Person_1125,107108,1389325.0,662.0,10.3,35.0,33.79,Own,Home,7.66
Person_1126,1579297,1394737.0,607.0,10.2,40.0,34.43,Mortgage,Home,9.36
Person_1127,1209771,2702275.0,765.0,13.9,25.0,20.74,Mortgage,Home,5.95
Person_1128,1988089,598825.0,536.0,4.0,49.0,37.0,Rent,Car,10.22
Person_1129,1135244,1955089.0,684.0,10.8,37.0,26.03,Own,Education,7.87
Person_1130,335205,2085547.0,705.0,13.5,33.0,24.52,Rent,Home,7.0
Person_1131,1439972,2734511.0,769.0,13.3,27.0,18.19,Own,Personal,6.2
Person_1132,1662613,1271512.0,626.0,9.0,36.0,32.64,Own,Car,8.59
Person_1133,180560,2085190.0,730.0,12.7,28.0,26.93,Rent,Business,6.17
Person_1134,1097172,701477.0,570.0,7.3,44.0,38.78,Mortgage,Business,9.42
Person_1135,1465400,1097691.0,595.0,7.9,42.0,34.34,Rent,Education,9.02
